"userid","date.inscr","date.dern.lect","Resiliation","Reachat","Country","mail.spont","score.ouv.news","n.ventes","revenues","gender"
625,"2012-05-04","2012-06-30",1,0,"UK",0,2.28309466689399,22,0,0
626,"2017-02-24","2017-03-17",0,0,"UK",1,2.53051598826032,13,0,1
627,"2013-08-12","2013-11-06",1,1,"Spain",0,0.673587219433856,5,0,0
628,"2019-11-09","2019-12-27",0,0,"France",0,0.998626899442978,11,24.5449948575611,0
629,"2018-02-23","2018-03-12",0,0,"UK",0,3.7141615907451,34,27.4600645369977,2
630,"2011-03-13","2011-04-14",0,0,"Spain",1,1.04486519234698,3,0,1
631,"2012-12-07","2012-12-31",0,0,"Spain",0,1.67956976543569,13,0,1
632,"2018-05-02","2018-06-05",1,0,"Germany",0,1.64009477958651,23,19.3590147951092,0
633,"2018-08-01","2018-09-18",0,0,"Germany",0,2.06742633700944,26,0,0
634,"2013-07-27","2013-08-18",0,0,"UK",0,0.821954815771529,5,30.9598555035061,1
635,"2010-08-01","2010-08-04",0,1,"France",0,1.15469633457224,10,0,1
636,"2014-05-14","2014-07-07",1,1,"France",0,2.60994235423203,45,24.9837188326483,0
637,"2009-02-02","2009-04-14",0,0,"Germany",0,2.42216703918868,21,0,0
638,"2012-07-14","2012-08-31",0,1,"France",0,1.98559927797312,20,29.2254680599868,0
639,"2013-04-18","2013-06-07",1,0,"France",0,1.95219319628089,18,0,0
640,"2016-12-26","2017-01-24",0,0,"France",0,1.6983989421294,13,0,1
641,"2013-08-01","2013-09-03",1,1,"France",0,0.797028830753083,7,0,1
642,"2014-10-30","2014-12-16",0,0,"Spain",0,0.69068805188448,6,19.1173114782119,0
643,"2012-11-24","2012-12-22",0,0,"UK",0,4.19435500383473,38,0,1
644,"2018-11-08","2019-01-26",0,0,"Spain",0,1.55604107980618,12,28.7633308865454,0
645,"2010-09-09","2010-09-17",1,0,"France",0,0.789464856487952,6,0,1
646,"2013-09-27","2013-11-30",1,0,"Germany",0,1.64892230921509,15,27.3463587806644,0
647,"2014-05-25","2014-06-30",0,0,"UK",0,2.96603085565489,26,0,1
648,"2018-02-25","2018-03-15",0,1,"UK",0,1.52992753117509,15,22.8201617037461,1
649,"2011-05-13","2011-07-07",0,0,"France",0,1.29935088990105,9,20.525468980076,0
650,"2015-12-25","2016-01-20",0,0,"France",0,1.46797496740872,11,0,1
651,"2015-02-17","2015-04-01",0,0,"Spain",0,1.75875929826112,14,37.2153863725488,0
652,"2016-08-07","2016-10-11",0,0,"Spain",0,2.99870608602592,26,28.217171289146,0
653,"2014-08-05","2014-08-17",0,0,"Spain",0,2.25960258238676,19,0,1
654,"2013-12-29","2014-02-27",0,1,"Spain",0,1.64916893005703,16,19.8537017833673,0
655,"2014-11-02","2014-11-30",0,0,"Germany",0,1.33190405066503,10,21.9412468462644,1
656,"2018-07-04","2018-07-19",1,0,"UK",0,1.75193358531658,16,0,1
657,"2019-06-19","2019-08-19",1,0,"Spain",0,1.01594876613697,8,29.4803427668557,0
658,"2016-11-09","2016-11-26",0,0,"UK",0,1.85020739745424,15,0,1
659,"2011-02-10","2011-02-20",0,1,"UK",0,1.10431346356693,9,0,1
660,"2018-11-23","2019-01-10",0,0,"Spain",1,2.6106884275739,29,35.8677370510211,0
661,"2014-07-03","2014-08-11",0,0,"UK",0,2.05404039994507,17,0,0
662,"2015-04-17","2015-05-18",0,0,"UK",0,3.93041906369214,36,0,1
663,"2017-09-13","2017-10-01",0,0,"France",1,1.21730157012184,5,16.544006945975,1
664,"2019-10-22","2019-12-17",1,0,"Germany",0,2.33490188994292,22,31.291870416562,0
665,"2017-07-25","2017-08-05",0,0,"Germany",0,1.36841765925095,10,24.2671606076174,1
666,"2009-09-29","2009-10-31",1,0,"France",0,0.988182724691607,7,30.3911722323101,0
667,"2015-10-13","2015-11-12",0,0,"Germany",0,1.19076765656755,8,24.7760316270152,1
668,"2011-02-09","2011-03-02",0,1,"Spain",0,2.59550610302107,26,25.9198430106788,1
669,"2010-07-31","2010-09-25",1,0,"Germany",1,0.980793006351341,10,25.1504300910145,0
670,"2010-05-06","2010-06-08",0,0,"France",0,1.55229734914238,19,22.2832469314962,0
671,"2015-11-22","2016-01-02",0,0,"UK",0,1.33814565711508,10,0,0
672,"2014-02-19","2014-03-16",0,0,"Germany",0,0.941904786500746,6,0,1
673,"2010-09-13","2010-10-06",0,0,"Germany",0,2.71879172463367,24,0,1
674,"2018-07-20","2018-09-01",0,1,"France",0,1.13765384837741,16,13.4310791725475,0
675,"2015-04-02","2015-04-23",1,0,"UK",1,5.17362164049915,36,35.0634306271438,1
676,"2019-05-02","2019-07-02",0,1,"UK",0,2.04223988671468,21,27.5754463926472,0
677,"2017-05-29","2017-06-28",0,0,"Germany",0,3.60353967211055,33,0,1
678,"2011-09-23","2011-11-17",0,0,"UK",0,2.21385168434535,19,25.5119944498344,0
679,"2009-01-02","2009-01-21",0,0,"France",0,0.894588986417184,9,31.0525247493433,0
680,"2013-09-20","2013-11-11",0,0,"UK",0,3.20845451443394,29,29.3834323954017,0
681,"2016-01-08","2016-02-20",1,0,"France",0,3.45818421872725,35,34.0447668639755,0
682,"2019-03-25","2019-05-04",0,0,"UK",1,3.64168242404152,21,0,1
683,"2010-04-16","2010-05-17",0,0,"Germany",0,1.32345059047618,15,32.032960610343,0
684,"2012-02-12","2012-03-12",0,0,"Germany",1,1.80706068555926,9,41.2465439916971,1
685,"2014-12-12","2015-01-13",0,0,"UK",0,2.51909144727551,22,21.9368816461706,0
686,"2018-11-04","2019-01-01",1,0,"UK",0,1.06573305134209,13,34.2207332552093,0
687,"2017-08-13","2017-09-08",0,0,"UK",0,0.75411826790098,7,0,0
688,"2018-06-15","2018-07-06",0,0,"France",0,4.09733791677163,37,0,1
689,"2014-05-26","2014-06-22",1,0,"UK",0,4.09048488076532,43,31.9034891825538,1
690,"2013-08-06","2013-09-13",0,0,"France",0,2.32951095829362,20,0,1
691,"2013-02-22","2013-03-26",0,0,"Germany",1,1.33594418419726,20,0,0
692,"2018-03-28","2018-05-30",1,0,"Germany",1,1.07855689831537,11,30.5032476208286,0
693,"2011-01-18","2011-03-02",0,0,"UK",0,2.23310091333963,19,0,0
694,"2014-10-15","2014-11-23",0,0,"Spain",0,1.73078602585036,21,39.695088211136,0
695,"2018-03-07","2018-04-09",0,0,"Germany",1,1.3136616661246,5,0,1
696,"2009-09-17","2009-10-26",1,0,"France",0,1.44370552199608,13,14.0195925021246,0
697,"2015-05-09","2015-06-05",0,0,"UK",0,2.08337499026899,17,30.3354794283928,1
698,"2019-09-24","2019-10-16",0,0,"Spain",0,1.37802189512283,10,8.89300622357645,1
699,"2016-02-10","2016-02-27",1,0,"Spain",1,1.30620506615492,6,0,1
700,"2010-11-04","2010-12-02",0,0,"France",0,3.96107832435811,36,0,1
701,"2012-01-09","2012-01-30",0,0,"France",0,0.98124416924504,6,42.2193346240096,1
702,"2018-10-15","2018-12-28",0,1,"Germany",0,1.51677235205179,14,0,0
703,"2009-04-05","2009-05-01",0,0,"Spain",0,1.36123478637995,10,0,1
704,"2010-01-31","2010-02-23",0,0,"Germany",0,1.91528338208159,24,27.52213108485,0
705,"2009-10-07","2009-11-03",0,0,"Spain",0,2.53267795381675,22,0,1
706,"2017-11-05","2017-12-26",1,0,"Spain",1,0.585601884815074,5,28.6086585832186,0
707,"2010-01-24","2010-03-09",0,0,"France",0,0.811064399063331,5,24.2890379808134,0
708,"2012-04-24","2012-05-14",0,1,"France",0,1.92560279375008,20,0,1
709,"2013-06-08","2013-07-14",1,0,"Spain",0,1.82411264041995,17,21.1933837046157,1
710,"2018-12-03","2018-12-21",1,0,"UK",0,0.816818798515482,9,0,0
711,"2015-07-23","2015-09-03",0,1,"UK",0,0.968225745407243,8,0,0
712,"2014-09-06","2014-10-24",0,1,"Spain",0,1.45959232617667,14,41.5475602660833,0
713,"2011-03-18","2011-04-19",1,0,"France",1,2.10433409256994,12,4.3635834740093,1
714,"2010-06-08","2010-08-11",0,1,"Germany",0,1.72018738226829,17,45.2477386603602,0
715,"2011-04-12","2011-05-23",1,1,"France",0,0.745001473169411,10,33.5504498867972,0
716,"2019-12-21","2020-01-10",1,0,"UK",0,2.25782166912975,22,42.4302242509189,1
717,"2012-10-27","2012-12-04",0,1,"Spain",0,1.26544187378157,11,0,0
718,"2016-03-07","2016-03-31",1,0,"Spain",0,0.912676756594158,11,0,0
719,"2011-08-26","2011-09-17",0,0,"France",0,3.48432832255381,31,0,1
720,"2015-09-22","2015-10-03",0,0,"Spain",1,1.1314236140921,4,0,1
721,"2012-06-02","2012-06-20",0,1,"Germany",0,0.679221840824747,4,0,1
722,"2013-08-31","2013-10-12",1,1,"Germany",0,0.479581421286265,5,19.9135274727204,0
723,"2018-05-03","2018-06-25",0,0,"Spain",1,0.975628333907908,9,0,0
724,"2018-07-01","2018-08-24",0,0,"Germany",0,1.55769421500238,12,39.4058025538369,0
725,"2019-10-08","2019-11-05",0,1,"Germany",1,1.87458869738458,15,20.2604364993887,2
726,"2014-01-15","2014-02-16",0,0,"Spain",0,2.20019021346749,19,34.5641432973769,1
727,"2011-11-07","2011-11-20",1,1,"Spain",0,1.98571569374831,16,28.3678071754828,2
728,"2015-12-06","2016-01-30",0,0,"France",0,3.06677447152308,27,1.15428640642343,0
729,"2016-12-25","2017-01-23",0,0,"France",1,2.61501703467318,14,13.3438127153301,1
730,"2019-03-17","2019-05-14",0,0,"Spain",0,2.14924355394968,18,0,0
731,"2013-09-23","2013-10-25",0,0,"Germany",0,2.6241673735157,23,0,1
732,"2017-09-26","2017-10-30",1,1,"Germany",0,1.68634890781073,28,37.0182787707347,0
733,"2017-11-21","2017-12-06",0,0,"UK",0,4.29270777949784,39,17.6845170325217,1
734,"2014-07-13","2014-08-21",1,0,"Germany",0,1.95679137772841,19,19.4454649705393,1
735,"2009-06-10","2009-08-07",1,0,"France",0,1.17418647112942,10,24.114583806664,0
736,"2017-05-10","2017-06-27",0,0,"Spain",0,0.912441021543646,6,27.6912642926399,0
737,"2019-01-21","2019-03-08",0,0,"Spain",0,4.43053502294087,41,43.8266782820773,0
738,"2012-03-26","2012-05-01",0,0,"UK",0,3.44229179558218,31,28.3647114670579,1
739,"2016-07-27","2016-08-10",0,0,"UK",1,5.96661711264416,36,34.0712056232728,1
740,"2013-08-28","2013-10-16",0,0,"Spain",0,0.738603051089733,4,38.180685585223,0
741,"2017-10-09","2017-11-26",0,0,"Spain",1,2.34373936626486,26,39.8117099114275,0
742,"2009-06-01","2009-07-01",1,1,"Spain",0,0.940383529450244,6,0,2
743,"2010-01-22","2010-03-11",0,1,"Germany",0,1.71782645237212,17,40.3227149740583,0
744,"2015-09-04","2015-09-04",1,0,"Germany",0,1.10108936706685,8,27.4903808413371,2
745,"2010-06-13","2010-08-17",0,0,"UK",0,1.12921744182514,8,25.3839900936205,0
746,"2015-09-29","2015-11-11",0,0,"Germany",0,1.75050854210979,14,0,1
747,"2016-02-27","2016-03-13",1,0,"Germany",0,1.53935448390015,14,0,1
748,"2017-05-21","2017-06-20",0,0,"UK",0,0.837875283209004,5,12.384406926859,1
749,"2015-12-11","2016-01-31",0,0,"France",0,1.26530464625532,9,27.738642479347,0
750,"2012-09-19","2012-11-06",1,0,"France",0,0.656735428263871,4,31.1546935143647,0
751,"2015-03-15","2015-04-27",0,0,"Germany",1,2.01551406441948,32,35.6256282895465,0
752,"2011-09-14","2011-11-01",0,0,"UK",1,0.895072563363495,8,31.0547020455018,0
753,"2019-07-31","2019-08-22",0,0,"France",0,0.848774765464858,5,36.6700123769072,1
754,"2019-03-27","2019-05-03",0,0,"UK",0,1.67162321412465,14,33.4911665019737,1
755,"2013-08-17","2013-09-14",0,0,"France",0,2.75173152487089,24,0,1
756,"2016-06-24","2016-07-26",0,0,"Germany",0,1.34268613184686,10,0,1
757,"2017-10-22","2017-12-17",0,0,"UK",0,0.541806724792321,4,48.1944426737475,0
758,"2016-07-06","2016-08-14",0,0,"UK",0,2.7502608091264,24,17.8281569998711,0
759,"2016-01-30","2016-03-02",1,0,"Spain",0,2.01411674767349,19,0,0
760,"2015-04-29","2015-05-22",0,0,"Germany",0,3.42195063130996,31,7.92251398489642,1
761,"2015-09-25","2015-11-04",0,1,"Germany",0,3.05562848021065,32,13.8114330880903,0
762,"2016-09-03","2016-09-13",0,1,"Germany",0,0.816449842713218,6,29.4112948602652,1
763,"2011-10-02","2011-11-18",0,0,"Spain",0,1.35138600036497,10,27.5753993351329,0
764,"2015-12-15","2016-01-29",0,0,"UK",0,1.47548387872284,11,0,0
765,"2009-02-22","2009-03-13",0,0,"UK",1,2.33459860354831,12,21.6899451797703,1
766,"2019-06-09","2019-07-07",0,0,"Germany",0,1.91514730427045,16,0,1
767,"2014-04-26","2014-06-07",1,0,"UK",0,2.98087031390427,30,32.3244440968005,1
768,"2010-11-03","2010-12-22",0,0,"France",0,1.45936815603009,11,12.0786279508698,0
769,"2016-08-18","2016-09-13",0,0,"UK",0,2.10612702054577,18,26.4549957821897,1
770,"2009-10-06","2009-11-17",0,1,"UK",0,0.891626200607302,11,0,0
771,"2015-10-11","2015-12-01",1,0,"France",0,1.88877797859245,26,13.723046350532,0
772,"2014-03-30","2014-05-21",0,0,"UK",0,1.20107049066,9,35.1137480587955,0
773,"2016-01-27","2016-02-12",1,0,"Germany",1,3.02691750721823,19,23.0043559441516,1
774,"2014-10-04","2014-11-24",0,1,"France",0,2.04684063387917,20,0,1
775,"2018-10-05","2018-11-28",0,0,"Germany",0,2.34131252665559,30,24.6239906665771,0
776,"2014-11-07","2014-11-26",0,0,"Spain",0,0.799736924901764,4,0,1
777,"2014-12-13","2015-01-17",0,0,"UK",0,3.70424277009727,34,11.747598368379,1
778,"2017-03-23","2017-04-29",0,0,"Spain",0,1.41062747915721,11,0,1
779,"2011-09-15","2011-11-02",0,0,"France",0,1.09687771423373,7,32.8169624760491,0
780,"2017-07-02","2017-07-27",1,0,"Germany",1,1.50569554497349,8,31.1862278238512,1
781,"2011-12-06","2011-12-17",0,1,"UK",1,4.28026605726699,31,0,1
782,"2016-03-25","2016-03-29",0,0,"UK",0,2.80320331542482,25,0,1
783,"2012-03-26","2012-05-14",0,0,"Spain",0,1.86033862033689,15,30.4319324136896,0
784,"2010-09-21","2010-11-16",0,0,"Germany",0,3.61561308847433,33,0,0
785,"2010-04-19","2010-05-11",1,1,"Germany",0,0.685462370040879,5,0,1
786,"2014-06-22","2014-09-11",0,0,"France",0,2.47912040136434,21,28.3716519912374,0
787,"2010-06-27","2010-07-24",0,0,"Germany",0,3.44354167902197,31,23.7965519703768,1
788,"2015-07-31","2015-08-25",0,0,"Spain",0,1.11953231989933,8,24.7512185476024,1
789,"2009-03-15","2009-04-16",0,0,"France",0,2.48417774129209,21,40.0197426704403,1
790,"2010-11-13","2010-12-30",0,0,"UK",0,1.2081789722751,9,0,0
791,"2017-08-22","2017-09-18",1,0,"Spain",0,1.72810737101753,16,0,1
792,"2015-06-29","2015-07-22",1,0,"Spain",1,1.91165870497123,11,0,1
793,"2013-12-08","2014-01-22",0,0,"Germany",1,1.56411175835605,16,37.2621802943631,0
794,"2012-03-09","2012-04-20",0,1,"Germany",1,4.55910006378694,31,26.3774077603149,1
795,"2009-03-17","2009-04-05",0,0,"Spain",0,0.703383925254083,4,17.6684649905293,1
796,"2016-06-04","2016-08-12",0,0,"Germany",0,1.56365044040355,12,33.5887921625763,0
797,"2012-02-07","2012-03-09",0,0,"Germany",0,1.77895547758664,14,0,1
798,"2017-12-06","2017-12-02",0,1,"Germany",0,0.86521010747863,6,31.2751854633991,1
799,"2012-06-24","2012-08-06",1,1,"Germany",0,2.0131728541321,23,23.0994979506024,0
800,"2011-11-06","2011-12-13",0,0,"Spain",0,1.02377978483067,7,13.4639488425127,1
801,"2012-03-10","2012-04-01",1,0,"Germany",0,0.932101742361296,7,35.7146203897037,1
802,"2010-06-08","2010-07-11",0,0,"UK",0,0.857310124923879,5,0,1
803,"2013-10-26","2014-01-07",1,0,"Germany",0,2.18408882929381,31,20.2127302824168,0
804,"2016-11-08","2017-01-15",0,1,"Spain",0,0.683032354887659,8,29.7469194143165,0
805,"2014-11-07","2014-12-01",0,0,"Germany",0,1.22927320082313,9,0,1
806,"2017-04-01","2017-05-06",0,0,"France",0,1.25850667226065,9,18.3039360187821,1
807,"2013-03-27","2013-04-13",0,0,"Spain",0,4.78491670925745,44,0,1
808,"2014-09-10","2014-10-19",0,0,"Germany",0,1.99283607293251,16,15.0153425716805,0
809,"2012-02-25","2012-03-09",0,0,"Germany",0,1.79472273604001,14,0,1
810,"2011-05-07","2011-05-30",0,0,"Spain",0,1.59947687006916,12,22.5010022197837,1
811,"2010-01-23","2010-03-10",0,1,"Spain",0,1.9810815704154,20,20.0783767609514,0
812,"2018-01-31","2018-03-04",1,0,"Germany",0,2.38634228631103,24,0,1
813,"2015-05-13","2015-06-14",1,0,"Spain",0,3.89739477820127,41,10.1595942593738,1
814,"2019-05-28","2019-07-13",0,0,"Germany",0,0.827234887909832,8,32.6496509642652,0
815,"2019-07-07","2019-08-04",1,0,"France",0,1.87826546752641,18,22.6779205103671,1
816,"2012-03-18","2012-05-16",0,0,"Spain",0,2.94599761488602,26,0,0
817,"2011-06-02","2011-08-07",0,0,"Spain",0,4.0442407473131,37,29.9727215725286,0
818,"2017-08-09","2017-08-27",0,0,"UK",1,1.61034959989866,8,0,1
819,"2010-06-16","2010-07-11",0,0,"UK",0,3.21339663708955,29,0,1
820,"2016-08-15","2016-10-09",1,0,"France",0,1.23374987939216,10,41.7840400132166,0
821,"2014-03-19","2014-04-29",0,0,"UK",0,2.38412164961701,20,32.7147293845709,0
822,"2017-04-13","2017-05-01",0,0,"UK",1,2.35322531189556,12,24.6183191125327,1
823,"2012-02-19","2012-03-15",0,0,"UK",0,1.06181955774512,7,43.6971260210431,1
824,"2010-10-26","2010-11-06",0,0,"France",0,2.1229571667239,18,21.6485618572657,1
825,"2014-10-03","2014-11-16",0,1,"Spain",0,1.64738327566045,16,26.0287144874919,0
826,"2014-12-31","2015-01-20",1,0,"France",0,2.04266512009091,20,0,1
827,"2012-11-09","2012-12-17",0,0,"UK",1,0.930385412817961,6,29.178045203788,2
828,"2011-04-09","2011-04-30",1,1,"UK",0,1.78854319986691,20,0,1
829,"2009-11-19","2010-01-03",0,1,"Spain",0,1.57197333843719,15,0,0
830,"2011-08-16","2011-09-15",1,0,"Germany",0,1.97522405688535,19,25.0306092021877,1
831,"2010-03-02","2010-04-04",0,0,"Germany",0,1.50361621944322,12,20.0929345507386,0
832,"2018-09-11","2018-10-15",0,0,"Germany",1,5.51253606219392,33,0,1
833,"2019-10-29","2019-11-19",0,0,"UK",0,2.6261905633054,23,13.5313587116125,1
834,"2019-01-26","2019-02-06",0,0,"UK",0,3.13304748944544,29,34.0555884718873,1
835,"2009-04-11","2009-05-04",0,0,"UK",0,0.769113044733497,4,0,1
836,"2017-07-26","2017-08-08",0,0,"Spain",0,2.54449084503782,22,43.3555577699906,1
837,"2009-05-16","2009-07-18",0,0,"Spain",0,3.30705594012644,30,28.2114017780726,0
838,"2016-09-14","2016-10-03",1,0,"France",0,1.66705820731459,16,23.4516458835857,1
839,"2011-08-02","2011-09-23",1,0,"UK",0,1.31918836336815,17,19.7962567814451,0
840,"2014-02-13","2014-03-13",1,0,"Germany",0,2.34781787126452,23,47.8076779223942,1
841,"2015-05-11","2015-07-11",0,0,"France",0,2.00290683831729,17,0,0
842,"2018-07-05","2018-07-20",0,0,"Germany",0,0.719584317385723,4,30.6721425255986,1
843,"2009-12-21","2010-02-17",0,0,"Spain",0,2.01628679082248,17,25.8837492843321,0
844,"2015-03-20","2015-05-09",0,0,"Germany",0,3.31912164896119,30,31.480710543808,0
845,"2018-04-09","2018-05-16",0,0,"Spain",0,3.99995440977628,36,24.7102571777879,1
846,"2013-09-18","2013-10-06",0,0,"France",0,3.10974555829097,28,19.5279048332547,2
847,"2018-10-19","2018-12-09",0,0,"Germany",0,1.8920199553688,15,35.1993409029258,0
848,"2017-12-14","2018-01-30",0,0,"France",0,1.4795318872667,11,37.2101589337797,0
849,"2012-05-06","2012-06-26",0,0,"UK",0,1.8266895509509,23,20.0020565771498,0
850,"2015-02-17","2015-03-25",0,0,"UK",0,1.70524288999325,14,0,0
851,"2019-08-04","2019-09-22",0,0,"Germany",0,1.43441271612176,11,18.6828151896628,0
852,"2014-12-13","2015-01-04",0,0,"UK",0,2.8000369241308,25,41.7867233049159,1
853,"2010-08-23","2010-09-02",0,0,"France",1,5.31043063326883,32,38.0191184057353,1
854,"2019-11-08","2020-01-06",0,1,"Germany",0,0.964849129935569,8,16.6067888600871,0
855,"2011-11-16","2011-12-22",0,0,"UK",0,2.19655292369428,18,40.2208557774816,1
856,"2010-09-02","2010-10-10",0,1,"France",0,1.82404682127581,27,31.5506742753263,0
857,"2011-06-13","2011-06-26",0,0,"Germany",0,4.08784234742482,37,32.5204560888714,1
858,"2012-10-14","2012-11-28",0,0,"UK",0,1.18336689777838,8,21.4502178892491,2
859,"2013-01-06","2013-02-06",0,0,"Spain",0,1.62859914493005,20,39.9956204216704,0
860,"2010-12-10","2011-01-01",0,1,"Germany",0,2.80035591410236,30,0,1
861,"2018-02-05","2018-04-08",0,0,"Spain",0,1.11822666153938,8,0,0
862,"2016-04-02","2016-04-23",0,0,"Spain",0,1.12137383741666,8,40.2216310450195,1
863,"2015-07-18","2015-08-05",0,0,"UK",0,1.86879607426957,15,0,1
864,"2015-05-19","2015-07-20",0,0,"Spain",0,2.37362970749982,20,41.7602133083111,0
865,"2009-01-17","2009-02-21",1,0,"Germany",0,2.92045136770209,29,15.7506128588808,0
866,"2016-02-03","2016-02-09",0,0,"Germany",1,3.35104122332623,19,18.9226983824403,1
867,"2015-08-09","2015-09-13",1,1,"UK",0,0.990871314261459,9,35.5715885806372,0
868,"2016-03-26","2016-05-04",0,0,"Spain",0,3.02225375589448,27,0,0
869,"2016-03-10","2016-03-29",0,0,"France",1,1.14000616768629,4,33.3703778687998,1
870,"2016-12-12","2017-02-01",0,0,"Germany",0,0.906641535173722,6,0,0
871,"2015-03-13","2015-04-27",0,0,"Germany",0,1.31873117028642,15,0,0
872,"2018-11-22","2018-12-21",0,0,"UK",0,2.26590491430101,19,0,1
873,"2015-10-25","2015-11-23",0,1,"France",0,0.867788017129679,6,34.4986853981722,1
874,"2019-03-03","2019-05-05",1,0,"France",0,3.01294607601749,30,22.2112755637326,0
875,"2016-06-14","2016-08-12",1,1,"Germany",1,1.70189456315005,24,22.1041793942355,0
876,"2018-09-11","2018-11-15",0,1,"UK",0,0.650298644194235,4,30.1854279351827,0
877,"2013-06-19","2013-08-11",0,0,"Germany",0,0.772677061337384,4,41.72017420988,0
878,"2014-09-01","2014-09-27",0,0,"France",0,1.80296776628484,15,0,0
879,"2012-11-16","2013-01-10",0,0,"France",1,1.34439673797195,13,0,0
880,"2017-05-26","2017-07-26",0,0,"France",0,1.59167641903789,19,17.0077982235418,0
881,"2014-09-04","2014-09-28",0,0,"Spain",0,0.852790923642002,5,0,1
882,"2016-11-02","2016-12-06",0,0,"Germany",0,1.25910380386511,9,21.7549033017732,1
883,"2017-12-03","2017-12-26",0,0,"UK",0,0.894858235859227,5,0,1
884,"2014-05-23","2014-07-08",0,0,"Germany",0,1.79760899056337,14,32.4977367268662,0
885,"2015-08-22","2015-10-01",1,1,"France",0,1.12870724587582,11,0,0
886,"2015-02-14","2015-03-01",1,0,"France",0,0.923462139016711,7,53.7736421947056,1
887,"2014-02-22","2014-03-21",0,1,"France",0,1.80740509075352,17,0,1
888,"2018-06-03","2018-06-30",0,0,"Spain",0,1.99549372994288,16,18.8990524710004,0
889,"2012-11-04","2012-11-11",0,0,"UK",0,2.77080826471728,24,7.76450757955415,1
890,"2015-01-02","2015-02-03",1,0,"UK",0,0.707740437189584,5,25.3401818474088,1
891,"2015-07-25","2015-09-10",0,1,"Germany",0,3.18692990311097,33,0,1
892,"2014-01-15","2014-01-30",0,0,"France",0,2.82557761746205,26,0,1
893,"2015-06-22","2015-07-26",0,0,"Germany",0,1.41737571312142,11,31.4049916230285,1
894,"2018-11-26","2019-01-31",1,0,"Spain",0,1.27360271363016,11,0,0
895,"2009-06-27","2009-08-07",0,0,"UK",0,1.52197380713534,12,0,0
896,"2012-09-28","2012-10-26",0,0,"Germany",0,1.747884948777,14,0,1
897,"2014-01-12","2014-03-08",0,0,"Spain",0,1.09010415323819,7,53.7776943113572,0
898,"2010-07-17","2010-08-27",1,0,"France",0,2.62053124512704,26,18.6606571194539,0
899,"2016-03-19","2016-04-16",0,0,"Germany",0,1.82478527537224,15,0,1
900,"2015-01-08","2015-01-14",0,0,"Spain",1,2.41837615125727,13,0,1
901,"2009-05-08","2009-06-24",0,0,"Spain",0,1.35631216411822,10,27.3329495753426,0
902,"2010-05-23","2010-06-19",1,0,"Spain",1,1.60819248836954,9,0,1
903,"2019-02-23","2019-03-30",0,0,"UK",1,5.15677767916893,31,23.5358868100023,1
904,"2015-09-28","2015-11-21",0,1,"UK",0,0.451377571381474,4,32.1367798024861,0
905,"2013-04-10","2013-05-04",0,1,"France",0,2.10746445518039,20,0,1
906,"2016-10-04","2016-10-27",0,0,"Germany",0,2.87287863631341,25,14.2555334642858,1
907,"2019-02-09","2019-03-26",0,0,"France",0,3.0901223704669,27,34.6849798450892,0
908,"2016-12-13","2016-12-18",0,1,"Spain",1,3.26554080837488,21,0,1
909,"2014-03-14","2014-04-14",0,1,"UK",0,1.18638071620333,8,0,2
910,"2018-06-09","2018-07-17",0,0,"UK",0,4.2418475831604,39,41.6046509583297,0
911,"2014-09-18","2014-11-07",0,1,"Spain",0,2.11410347113653,21,19.8557728064626,0
912,"2010-10-12","2010-11-07",0,0,"UK",0,0.727568130920532,4,0,0
913,"2019-08-16","2019-10-14",0,0,"Germany",0,2.66992390877408,23,29.0537292148506,0
914,"2014-11-28","2015-01-04",0,0,"France",0,1.17825261425014,9,31.6684929495866,1
915,"2014-02-06","2014-03-24",0,0,"France",1,0.756736862310206,10,31.1377776794853,0
916,"2019-04-02","2019-04-27",0,0,"France",1,4.87001438663088,29,10.2629832633425,1
917,"2010-04-12","2010-05-21",0,1,"France",0,1.03641808149432,9,36.477860623944,0
918,"2015-09-09","2015-10-05",0,0,"France",0,1.94027834695734,16,37.5527417974434,0
919,"2018-10-31","2018-12-30",0,1,"Germany",0,0.460308518558612,4,0,0
920,"2011-04-24","2011-05-24",1,1,"UK",0,0.693446584636322,5,41.1767445319949,1
921,"2015-10-06","2015-11-03",0,0,"France",0,1.14049636659991,13,0,0
922,"2018-09-01","2018-09-22",0,0,"Spain",0,1.17459542558309,9,23.4764551099631,1
923,"2012-11-25","2012-12-17",0,0,"France",1,1.8748661460726,9,31.3756816162493,1
924,"2018-12-11","2019-01-26",0,0,"France",0,2.45888870274815,32,23.3602130002094,0
925,"2009-10-04","2009-11-12",0,0,"UK",0,1.24537892165347,9,34.9686047667213,0
926,"2009-07-29","2009-09-12",0,0,"Spain",0,1.58295454528878,12,0,0
927,"2018-05-19","2018-07-01",0,0,"France",0,2.23273635259916,19,24.5522687582543,0
928,"2011-08-20","2011-09-21",0,0,"France",0,1.46730183892525,11,0,0
929,"2017-06-17","2017-07-27",1,0,"France",0,0.664866469484881,7,0,0
930,"2015-07-18","2015-10-01",0,0,"UK",0,1.05508811038427,12,0,0
931,"2018-04-17","2018-06-13",0,0,"UK",0,2.27121555609717,29,29.7154365759342,0
932,"2017-04-16","2017-06-15",0,0,"Spain",1,1.99637587908463,21,0,0
933,"2014-12-18","2015-01-30",0,1,"Spain",0,1.15362247739437,10,19.5957553470846,0
