"ID","Date d'entretien","Date de signature","Ajout mail rapide","Création de compte rapide","Obtention de l'ordinateur rapide","Réunion sur l'équipement rapide","Score de satisfaction Onboarding","Nombre d'emails envoyés","Nombre de meetings"
741,"2017-10-09","2017-11-26",0,0,0,1,2.34373936626486,26,3
742,"2009-06-01","2009-07-01",1,1,0,0,0.940383529450244,6,2
743,"2010-01-22","2010-03-11",0,1,0,0,1.71782645237212,17,3
744,"2015-09-04","2015-09-04",1,0,0,0,1.10108936706685,8,3
745,"2010-06-13","2010-08-17",0,0,0,0,1.12921744182514,8,3
746,"2015-09-29","2015-11-11",0,0,0,0,1.75050854210979,14,5
747,"2016-02-27","2016-03-13",1,0,0,0,1.53935448390015,14,4
748,"2017-05-21","2017-06-20",0,0,0,0,0.837875283209004,5,4
749,"2015-12-11","2016-01-31",0,0,0,0,1.26530464625532,9,3
750,"2012-09-19","2012-11-06",1,0,0,0,0.656735428263871,4,3
751,"2015-03-15","2015-04-27",0,0,1,1,2.01551406441948,32,4
752,"2011-09-14","2011-11-01",0,0,0,1,0.895072563363495,8,4
753,"2019-07-31","2019-08-22",0,0,0,0,0.848774765464858,5,2
754,"2019-03-27","2019-05-03",0,0,1,0,1.67162321412465,14,4
755,"2013-08-17","2013-09-14",0,0,0,0,2.75173152487089,24,2
756,"2016-06-24","2016-07-26",0,0,0,0,1.34268613184686,10,3
757,"2017-10-22","2017-12-17",0,0,1,0,0.541806724792321,4,4
758,"2016-07-06","2016-08-14",0,0,0,0,2.7502608091264,24,2
759,"2016-01-30","2016-03-02",1,0,0,0,2.01411674767349,19,2
760,"2015-04-29","2015-05-22",0,0,0,0,3.42195063130996,31,7
761,"2015-09-25","2015-11-04",0,1,0,0,3.05562848021065,32,5
762,"2016-09-03","2016-09-13",0,1,0,0,0.816449842713218,6,8
763,"2011-10-02","2011-11-18",0,0,0,0,1.35138600036497,10,2
764,"2015-12-15","2016-01-29",0,0,0,0,1.47548387872284,11,2
765,"2009-02-22","2009-03-13",0,0,0,1,2.33459860354831,12,4
766,"2019-06-09","2019-07-07",0,0,0,0,1.91514730427045,16,3
767,"2014-04-26","2014-06-07",1,0,0,0,2.98087031390427,30,5
768,"2010-11-03","2010-12-22",0,0,0,0,1.45936815603009,11,1
769,"2016-08-18","2016-09-13",0,0,0,0,2.10612702054577,18,4
770,"2009-10-06","2009-11-17",0,1,1,0,0.891626200607302,11,2
771,"2015-10-11","2015-12-01",1,0,1,0,1.88877797859245,26,2
772,"2014-03-30","2014-05-21",0,0,0,0,1.20107049066,9,4
773,"2016-01-27","2016-02-12",1,0,0,1,3.02691750721823,19,4
774,"2014-10-04","2014-11-24",0,1,0,0,2.04684063387917,20,5
775,"2018-10-05","2018-11-28",0,0,1,0,2.34131252665559,30,3
776,"2014-11-07","2014-11-26",0,0,0,0,0.799736924901764,4,5
777,"2014-12-13","2015-01-17",0,0,0,0,3.70424277009727,34,4
778,"2017-03-23","2017-04-29",0,0,0,0,1.41062747915721,11,3
779,"2011-09-15","2011-11-02",0,0,0,0,1.09687771423373,7,8
780,"2017-07-02","2017-07-27",1,0,0,1,1.50569554497349,8,4
781,"2011-12-06","2011-12-17",0,1,1,1,4.28026605726699,31,5
782,"2016-03-25","2016-03-29",0,0,0,0,2.80320331542482,25,7
783,"2012-03-26","2012-05-14",0,0,0,0,1.86033862033689,15,2
784,"2010-09-21","2010-11-16",0,0,0,0,3.61561308847433,33,2
785,"2010-04-19","2010-05-11",1,1,0,0,0.685462370040879,5,1
786,"2014-06-22","2014-09-11",0,0,0,0,2.47912040136434,21,1
787,"2010-06-27","2010-07-24",0,0,0,0,3.44354167902197,31,3
788,"2015-07-31","2015-08-25",0,0,0,0,1.11953231989933,8,6
789,"2009-03-15","2009-04-16",0,0,0,0,2.48417774129209,21,5
790,"2010-11-13","2010-12-30",0,0,0,0,1.2081789722751,9,2
791,"2017-08-22","2017-09-18",1,0,0,0,1.72810737101753,16,3
792,"2015-06-29","2015-07-22",1,0,0,1,1.91165870497123,11,7
793,"2013-12-08","2014-01-22",0,0,0,1,1.56411175835605,16,4
794,"2012-03-09","2012-04-20",0,1,0,1,4.55910006378694,31,1
795,"2009-03-17","2009-04-05",0,0,0,0,0.703383925254083,4,3
796,"2016-06-04","2016-08-12",0,0,0,0,1.56365044040355,12,2
797,"2012-02-07","2012-03-09",0,0,0,0,1.77895547758664,14,7
798,"2017-12-06","2017-12-02",0,1,0,0,0.86521010747863,6,6
799,"2012-06-24","2012-08-06",1,1,0,0,2.0131728541321,23,5
800,"2011-11-06","2011-12-13",0,0,1,0,1.02377978483067,7,3
801,"2012-03-10","2012-04-01",1,0,0,0,0.932101742361296,7,6
802,"2010-06-08","2010-07-11",0,0,0,0,0.857310124923879,5,4
803,"2013-10-26","2014-01-07",1,0,1,0,2.18408882929381,31,4
804,"2016-11-08","2017-01-15",0,1,1,0,0.683032354887659,8,2
805,"2014-11-07","2014-12-01",0,0,0,0,1.22927320082313,9,4
806,"2017-04-01","2017-05-06",0,0,0,0,1.25850667226065,9,6
807,"2013-03-27","2013-04-13",0,0,0,0,4.78491670925745,44,2
808,"2014-09-10","2014-10-19",0,0,0,0,1.99283607293251,16,1
809,"2012-02-25","2012-03-09",0,0,0,0,1.79472273604001,14,4
810,"2011-05-07","2011-05-30",0,0,0,0,1.59947687006916,12,5
811,"2010-01-23","2010-03-10",0,1,0,0,1.9810815704154,20,5
812,"2018-01-31","2018-03-04",1,0,0,0,2.38634228631103,24,3
813,"2015-05-13","2015-06-14",1,0,0,0,3.89739477820127,41,5
814,"2019-05-28","2019-07-13",0,0,1,0,0.827234887909832,8,3
815,"2019-07-07","2019-08-04",1,0,0,0,1.87826546752641,18,8
816,"2012-03-18","2012-05-16",0,0,0,0,2.94599761488602,26,1
817,"2011-06-02","2011-08-07",0,0,0,0,4.0442407473131,37,3
818,"2017-08-09","2017-08-27",0,0,1,1,1.61034959989866,8,6
819,"2010-06-16","2010-07-11",0,0,0,0,3.21339663708955,29,4
820,"2016-08-15","2016-10-09",1,0,0,0,1.23374987939216,10,4
821,"2014-03-19","2014-04-29",0,0,0,0,2.38412164961701,20,2
822,"2017-04-13","2017-05-01",0,0,0,1,2.35322531189556,12,3
823,"2012-02-19","2012-03-15",0,0,0,0,1.06181955774512,7,6
824,"2010-10-26","2010-11-06",0,0,0,0,2.1229571667239,18,4
825,"2014-10-03","2014-11-16",0,1,0,0,1.64738327566045,16,4
826,"2014-12-31","2015-01-20",1,0,0,0,2.04266512009091,20,1
827,"2012-11-09","2012-12-17",0,0,0,1,0.930385412817961,6,2
828,"2011-04-09","2011-04-30",1,1,0,0,1.78854319986691,20,2
829,"2009-11-19","2010-01-03",0,1,0,0,1.57197333843719,15,4
830,"2011-08-16","2011-09-15",1,0,0,0,1.97522405688535,19,7
831,"2010-03-02","2010-04-04",0,0,0,0,1.50361621944322,12,4
832,"2018-09-11","2018-10-15",0,0,0,1,5.51253606219392,33,7
833,"2019-10-29","2019-11-19",0,0,0,0,2.6261905633054,23,5
834,"2019-01-26","2019-02-06",0,0,1,0,3.13304748944544,29,4
835,"2009-04-11","2009-05-04",0,0,0,0,0.769113044733497,4,2
836,"2017-07-26","2017-08-08",0,0,0,0,2.54449084503782,22,4
837,"2009-05-16","2009-07-18",0,0,0,0,3.30705594012644,30,4
838,"2016-09-14","2016-10-03",1,0,1,0,1.66705820731459,16,4
839,"2011-08-02","2011-09-23",1,0,1,0,1.31918836336815,17,1
840,"2014-02-13","2014-03-13",1,0,0,0,2.34781787126452,23,2
841,"2015-05-11","2015-07-11",0,0,0,0,2.00290683831729,17,2
842,"2018-07-05","2018-07-20",0,0,0,0,0.719584317385723,4,2
843,"2009-12-21","2010-02-17",0,0,0,0,2.01628679082248,17,3
844,"2015-03-20","2015-05-09",0,0,0,0,3.31912164896119,30,2
845,"2018-04-09","2018-05-16",0,0,0,0,3.99995440977628,36,5
846,"2013-09-18","2013-10-06",0,0,0,0,3.10974555829097,28,1
847,"2018-10-19","2018-12-09",0,0,0,0,1.8920199553688,15,2
848,"2017-12-14","2018-01-30",0,0,0,0,1.4795318872667,11,4
849,"2012-05-06","2012-06-26",0,0,1,0,1.8266895509509,23,2
850,"2015-02-17","2015-03-25",0,0,0,0,1.70524288999325,14,1
851,"2019-08-04","2019-09-22",0,0,0,0,1.43441271612176,11,3
852,"2014-12-13","2015-01-04",0,0,0,0,2.8000369241308,25,3
853,"2010-08-23","2010-09-02",0,0,0,1,5.31043063326883,32,5
854,"2019-11-08","2020-01-06",0,1,0,0,0.964849129935569,8,3
855,"2011-11-16","2011-12-22",0,0,0,0,2.19655292369428,18,6
856,"2010-09-02","2010-10-10",0,1,1,0,1.82404682127581,27,2
857,"2011-06-13","2011-06-26",0,0,0,0,4.08784234742482,37,2
858,"2012-10-14","2012-11-28",0,0,0,0,1.18336689777838,8,2
859,"2013-01-06","2013-02-06",0,0,1,0,1.62859914493005,20,2
860,"2010-12-10","2011-01-01",0,1,1,0,2.80035591410236,30,4
861,"2018-02-05","2018-04-08",0,0,0,0,1.11822666153938,8,4
862,"2016-04-02","2016-04-23",0,0,1,0,1.12137383741666,8,3
863,"2015-07-18","2015-08-05",0,0,0,0,1.86879607426957,15,4
864,"2015-05-19","2015-07-20",0,0,0,0,2.37362970749982,20,2
865,"2009-01-17","2009-02-21",1,0,0,0,2.92045136770209,29,6
866,"2016-02-03","2016-02-09",0,0,0,1,3.35104122332623,19,4
867,"2015-08-09","2015-09-13",1,1,0,0,0.990871314261459,9,2
868,"2016-03-26","2016-05-04",0,0,0,0,3.02225375589448,27,5
869,"2016-03-10","2016-03-29",0,0,0,1,1.14000616768629,4,3
870,"2016-12-12","2017-02-01",0,0,0,0,0.906641535173722,6,3
871,"2015-03-13","2015-04-27",0,0,1,0,1.31873117028642,15,2
872,"2018-11-22","2018-12-21",0,0,0,0,2.26590491430101,19,3
873,"2015-10-25","2015-11-23",0,1,0,0,0.867788017129679,6,1
874,"2019-03-03","2019-05-05",1,0,0,0,3.01294607601749,30,3
875,"2016-06-14","2016-08-12",1,1,0,1,1.70189456315005,24,7
876,"2018-09-11","2018-11-15",0,1,0,0,0.650298644194235,4,6
877,"2013-06-19","2013-08-11",0,0,0,0,0.772677061337384,4,1
878,"2014-09-01","2014-09-27",0,0,0,0,1.80296776628484,15,1
879,"2012-11-16","2013-01-10",0,0,0,1,1.34439673797195,13,2
880,"2017-05-26","2017-07-26",0,0,1,0,1.59167641903789,19,1
881,"2014-09-04","2014-09-28",0,0,0,0,0.852790923642002,5,3
882,"2016-11-02","2016-12-06",0,0,0,0,1.25910380386511,9,4
883,"2017-12-03","2017-12-26",0,0,0,0,0.894858235859227,5,3
884,"2014-05-23","2014-07-08",0,0,0,0,1.79760899056337,14,2
885,"2015-08-22","2015-10-01",1,1,0,0,1.12870724587582,11,3
886,"2015-02-14","2015-03-01",1,0,0,0,0.923462139016711,7,2
887,"2014-02-22","2014-03-21",0,1,0,0,1.80740509075352,17,8
888,"2018-06-03","2018-06-30",0,0,0,0,1.99549372994288,16,4
889,"2012-11-04","2012-11-11",0,0,0,0,2.77080826471728,24,5
890,"2015-01-02","2015-02-03",1,0,0,0,0.707740437189584,5,7
891,"2015-07-25","2015-09-10",0,1,0,0,3.18692990311097,33,4
892,"2014-01-15","2014-01-30",0,0,1,0,2.82557761746205,26,5
893,"2015-06-22","2015-07-26",0,0,1,0,1.41737571312142,11,7
894,"2018-11-26","2019-01-31",1,0,0,0,1.27360271363016,11,3
895,"2009-06-27","2009-08-07",0,0,0,0,1.52197380713534,12,3
896,"2012-09-28","2012-10-26",0,0,0,0,1.747884948777,14,5
897,"2014-01-12","2014-03-08",0,0,0,0,1.09010415323819,7,3
898,"2010-07-17","2010-08-27",1,0,0,0,2.62053124512704,26,5
899,"2016-03-19","2016-04-16",0,0,0,0,1.82478527537224,15,9
900,"2015-01-08","2015-01-14",0,0,0,1,2.41837615125727,13,2
901,"2009-05-08","2009-06-24",0,0,0,0,1.35631216411822,10,5
902,"2010-05-23","2010-06-19",1,0,0,1,1.60819248836954,9,2
903,"2019-02-23","2019-03-30",0,0,0,1,5.15677767916893,31,5
904,"2015-09-28","2015-11-21",0,1,1,0,0.451377571381474,4,3
905,"2013-04-10","2013-05-04",0,1,0,0,2.10746445518039,20,4
906,"2016-10-04","2016-10-27",0,0,0,0,2.87287863631341,25,6
907,"2019-02-09","2019-03-26",0,0,0,0,3.0901223704669,27,6
908,"2016-12-13","2016-12-18",0,1,0,1,3.26554080837488,21,4
909,"2014-03-14","2014-04-14",0,1,0,0,1.18638071620333,8,3
910,"2018-06-09","2018-07-17",0,0,0,0,4.2418475831604,39,4
911,"2014-09-18","2014-11-07",0,1,0,0,2.11410347113653,21,2
912,"2010-10-12","2010-11-07",0,0,0,0,0.727568130920532,4,3
913,"2019-08-16","2019-10-14",0,0,0,0,2.66992390877408,23,2
914,"2014-11-28","2015-01-04",0,0,1,0,1.17825261425014,9,4
915,"2014-02-06","2014-03-24",0,0,1,1,0.756736862310206,10,4
916,"2019-04-02","2019-04-27",0,0,0,1,4.87001438663088,29,5
917,"2010-04-12","2010-05-21",0,1,0,0,1.03641808149432,9,2
918,"2015-09-09","2015-10-05",0,0,0,0,1.94027834695734,16,3
919,"2018-10-31","2018-12-30",0,1,1,0,0.460308518558612,4,2
920,"2011-04-24","2011-05-24",1,1,0,0,0.693446584636322,5,3
921,"2015-10-06","2015-11-03",0,0,1,0,1.14049636659991,13,6
922,"2018-09-01","2018-09-22",0,0,1,0,1.17459542558309,9,3
923,"2012-11-25","2012-12-17",0,0,0,1,1.8748661460726,9,4
924,"2018-12-11","2019-01-26",0,0,1,0,2.45888870274815,32,3
925,"2009-10-04","2009-11-12",0,0,0,0,1.24537892165347,9,1
926,"2009-07-29","2009-09-12",0,0,0,0,1.58295454528878,12,5
927,"2018-05-19","2018-07-01",0,0,0,0,2.23273635259916,19,3
928,"2011-08-20","2011-09-21",0,0,0,0,1.46730183892525,11,3
929,"2017-06-17","2017-07-27",1,0,1,0,0.664866469484881,7,4
930,"2015-07-18","2015-10-01",0,0,1,0,1.05508811038427,12,4
931,"2018-04-17","2018-06-13",0,0,1,0,2.27121555609717,29,2
932,"2017-04-16","2017-06-15",0,0,0,1,1.99637587908463,21,4
933,"2014-12-18","2015-01-30",0,1,0,0,1.15362247739437,10,8
934,"2015-06-29","2015-08-01",0,1,0,0,2.26059206726437,22,3
935,"2018-08-21","2018-09-26",0,0,0,0,1.28469560948084,9,3
936,"2011-12-14","2012-02-23",0,0,0,0,1.76292697903396,14,3
937,"2015-05-03","2015-05-23",0,0,0,0,4.2083544433027,39,4
938,"2013-12-16","2014-01-09",0,0,0,0,2.02023384911304,17,4
939,"2016-08-24","2016-09-14",0,1,0,0,2.08840616736487,20,3
940,"2016-01-18","2016-02-22",0,0,0,1,1.59129929512511,16,4
941,"2013-11-23","2014-01-25",0,1,0,0,0.853751084824325,7,2
942,"2013-09-25","2013-11-07",1,0,1,0,1.6338498787164,22,2
943,"2018-08-29","2018-09-21",0,0,0,0,3.2614448015143,29,4
944,"2014-09-07","2014-11-09",0,0,0,0,2.27979386949884,19,2
945,"2019-12-04","2019-12-24",1,0,0,0,0.712520836748255,5,3
946,"2018-03-22","2018-04-12",0,0,0,0,1.93852073098694,16,3
947,"2016-05-08","2016-06-15",0,0,0,0,2.50914431792288,22,2
948,"2019-09-07","2019-10-21",0,0,0,0,4.43832263380639,41,2
949,"2014-12-12","2015-01-12",0,1,0,0,2.76417869675983,29,2
950,"2017-05-25","2017-07-04",0,0,0,0,2.27583519424194,19,2
951,"2018-10-21","2018-11-15",1,1,0,0,1.94155223472586,22,1
952,"2014-01-22","2014-03-07",0,0,0,0,3.33294931931345,30,7
953,"2019-11-07","2019-12-20",1,1,1,0,0.863523327525765,13,7
954,"2015-07-18","2015-08-03",0,0,0,1,3.07278507147089,17,3
955,"2009-11-01","2009-12-28",0,1,0,0,1.89437552646359,19,1
956,"2014-07-25","2014-10-03",0,0,1,0,1.8846833446242,23,1
957,"2015-03-17","2015-03-28",1,0,0,0,0.848682327383489,6,5
958,"2019-06-18","2019-07-13",0,0,0,1,1.54136080890945,7,5
959,"2011-02-20","2011-03-24",1,0,0,0,3.74606933591002,39,3
960,"2011-01-25","2011-02-04",0,0,0,0,0.833272328787725,5,4
961,"2012-01-21","2012-03-07",1,1,0,1,1.300607422153,18,1
962,"2015-03-28","2015-05-23",1,0,0,0,1.40220243414793,12,8
963,"2009-11-14","2010-01-07",0,0,0,0,1.26561135772425,9,4
964,"2009-12-11","2010-02-14",0,0,1,0,1.32239894014815,15,2
965,"2018-10-31","2018-12-25",0,1,0,0,2.71912821845904,28,2
966,"2014-12-06","2015-01-14",0,1,0,1,1.92616363409702,11,6
967,"2014-04-18","2014-06-13",0,0,0,0,2.81111288789979,25,3
968,"2013-04-04","2013-04-22",1,0,0,0,2.94916772079117,30,4
969,"2015-03-09","2015-04-06",0,0,0,0,2.20995067786496,19,5
970,"2010-09-29","2010-12-03",1,0,0,0,1.47412026711257,13,3
971,"2011-06-18","2011-08-19",0,0,0,0,3.48189442089039,31,1
972,"2013-05-02","2013-07-17",0,0,0,0,2.55117317211269,22,2
973,"2010-08-23","2010-10-28",0,1,0,0,1.41866816952614,13,2
974,"2017-05-30","2017-07-13",0,0,0,0,0.689082296944721,3,2
975,"2013-12-07","2014-02-10",1,1,1,0,0.456568912979094,5,3
976,"2019-10-06","2019-12-01",0,0,0,0,0.785397136204551,4,3
977,"2017-12-21","2018-01-22",0,1,1,0,0.893320370154094,12,3
978,"2017-04-27","2017-05-29",0,1,0,1,5.22777812450132,36,1
979,"2018-09-26","2018-10-15",0,1,0,0,2.97679739629971,30,6
980,"2012-01-18","2012-02-29",0,1,0,0,1.1651601916953,10,4
981,"2018-03-04","2018-04-05",0,0,0,0,2.18088242290474,18,3
982,"2013-01-31","2013-03-16",1,0,0,0,2.52519049855389,25,4
983,"2018-08-08","2018-09-21",0,0,0,1,4.73185992851155,28,5
984,"2019-12-09","2020-01-05",0,0,0,0,2.33629463187162,20,3
985,"2017-04-08","2017-05-07",0,0,0,0,1.70938286909906,14,3
986,"2017-03-23","2017-05-24",0,0,1,0,0.937568378486641,10,3
987,"2019-07-27","2019-08-06",1,0,0,0,1.22629819390007,10,5
988,"2013-04-17","2013-06-04",1,1,0,0,2.16110528628998,25,4
989,"2016-08-12","2016-10-05",0,0,0,0,1.76446591906818,14,2
990,"2015-01-12","2015-02-11",0,1,0,0,1.50006999042639,12,3
991,"2009-03-28","2009-05-11",0,0,0,0,0.903997697640283,6,5
992,"2017-10-19","2017-11-25",1,0,0,0,0.990157005507379,8,1
993,"2009-07-05","2009-08-14",0,0,0,0,2.70852492005469,24,2
994,"2009-11-07","2010-01-15",0,0,0,0,2.45670376445369,21,2
995,"2011-03-01","2011-03-08",0,1,0,0,1.56183008170172,14,8
996,"2013-04-28","2013-05-20",0,1,0,1,2.04654957444815,12,2
997,"2015-11-29","2015-12-24",1,0,0,1,1.82195263094326,10,4
998,"2018-06-07","2018-07-12",0,0,0,0,2.03065549612724,17,2
999,"2014-04-24","2014-05-19",0,1,0,0,0.704683149751575,5,2
1000,"2011-02-21","2011-04-10",0,0,0,1,1.36479508894676,14,3
1001,"2014-01-30","2014-02-27",0,0,0,0,2.97297114919705,26,4
1002,"2013-07-31","2013-09-06",0,1,0,0,1.98515241884344,20,4
1003,"2019-06-05","2019-07-14",0,0,0,0,1.65152366309632,13,5
1004,"2016-02-20","2016-03-26",0,0,0,1,3.65781769794867,21,4
1005,"2018-11-08","2018-12-16",0,0,0,0,2.86749328816258,25,2
1006,"2012-09-11","2012-10-05",0,0,0,0,1.94546403435557,16,6
1007,"2014-07-10","2014-08-13",0,1,0,0,1.7976747962516,17,5
1008,"2016-01-05","2016-03-22",0,0,0,0,1.43608237206104,11,3
1009,"2019-03-17","2019-04-12",1,0,0,0,1.53667751880894,14,3
1010,"2011-08-31","2011-09-21",0,0,1,0,0.696550434078266,4,2
1011,"2011-02-16","2011-03-26",1,0,0,0,0.83165426984407,6,3
1012,"2017-08-04","2017-08-24",0,0,0,1,3.35889117531934,19,2
1013,"2017-12-29","2018-03-08",1,0,0,0,1.29290573882886,11,3
1014,"2009-04-04","2009-05-17",1,0,0,0,0.663576034314507,4,7
1015,"2010-05-13","2010-06-27",1,1,0,0,1.54306555316,17,6
1016,"2010-12-12","2011-01-28",1,0,0,0,0.913005916748846,7,9
1017,"2014-01-15","2014-02-28",0,0,0,0,2.76460844001574,24,1
1018,"2018-08-16","2018-09-10",0,0,0,0,4.70337713037906,44,3
1019,"2009-07-12","2009-08-21",0,1,0,0,3.31378131636559,35,3
1020,"2010-11-13","2010-12-12",0,0,0,0,2.72394980123949,24,6
1021,"2012-01-11","2012-02-13",0,0,1,0,2.61757701660446,34,1
1022,"2010-07-26","2010-09-05",0,1,1,0,0.563680697912439,6,4
1023,"2012-08-17","2012-09-15",0,0,0,0,1.14692502221086,8,5
1024,"2017-11-07","2017-12-11",0,0,0,0,2.74753068917024,24,3
1025,"2015-07-27","2015-09-01",0,0,1,0,1.07748191642193,12,3
1026,"2010-05-29","2010-07-04",1,1,0,0,2.11563695493128,24,1
1027,"2009-09-01","2009-09-22",1,0,0,0,2.17889536530757,21,3
1028,"2016-01-04","2016-02-03",1,0,0,0,1.01915504390861,8,6
1029,"2011-02-11","2011-02-20",0,1,0,1,1.76037691850413,10,3
1030,"2011-01-02","2011-01-25",0,0,0,0,1.59289120162028,12,5
1031,"2012-04-17","2012-04-19",0,1,0,0,1.72439814746753,16,8
1032,"2015-11-13","2016-01-20",1,0,0,0,0.878607113572812,6,1
1033,"2016-10-07","2016-11-02",0,1,1,0,0.807527618515936,10,4
1034,"2010-04-11","2010-04-22",1,0,0,0,0.68305692355078,4,2
1035,"2017-05-28","2017-07-16",0,0,1,0,0.836178611129274,8,3
1036,"2015-09-12","2015-10-05",0,0,0,1,6.49082651832174,40,3
1037,"2013-02-12","2013-03-03",1,0,0,0,1.80405183884802,17,8
1038,"2016-12-25","2017-01-26",0,0,0,0,1.35291070962797,10,9
1039,"2014-12-05","2014-12-24",1,0,0,0,1.40607285913957,12,5
1040,"2015-08-04","2015-08-17",1,0,0,0,1.64916491771104,15,4
1041,"2011-08-24","2011-10-26",0,1,0,0,1.80429864274841,18,1
1042,"2014-03-26","2014-06-04",1,1,0,0,2.09456144222772,24,2
1043,"2017-11-14","2018-01-12",0,0,0,0,2.49451644612483,21,1
1044,"2019-06-03","2019-07-05",0,1,0,1,2.32550194130494,14,2
1045,"2012-05-08","2012-06-04",1,0,0,0,1.12676514035178,9,5
1046,"2009-05-02","2009-05-20",0,0,1,0,1.36086358216848,11,2
1047,"2017-08-08","2017-09-08",0,0,0,0,0.665650365399397,3,5
1048,"2010-01-09","2010-01-29",0,0,0,0,5.51154311383941,52,5
1049,"2015-02-01","2015-04-10",0,0,0,0,3.42184226875051,31,5
1050,"2014-10-18","2014-11-19",0,0,0,1,1.70572313098367,18,6
1051,"2009-12-03","2009-12-21",0,0,0,0,0.870355627936635,5,2
1052,"2013-11-16","2014-01-07",1,1,0,0,1.61108171854886,18,1
1053,"2016-07-10","2016-09-10",0,0,1,0,0.942647611536917,10,2
1054,"2014-08-02","2014-10-02",0,0,0,0,1.41419477792619,11,8
1055,"2017-07-28","2017-10-07",0,0,0,0,0.96811690706459,6,4
1056,"2011-12-07","2012-01-05",0,0,0,0,3.56175435206107,32,7
1057,"2010-06-06","2010-07-10",0,1,0,0,4.68866469171713,52,4
1058,"2015-01-05","2015-01-31",1,0,0,0,1.98202305852902,19,5
1059,"2014-02-07","2014-03-27",0,0,1,1,1.10150662761157,16,2
1060,"2017-08-27","2017-09-20",0,0,0,0,0.721450650920987,4,4
1061,"2014-04-30","2014-06-25",0,1,0,1,1.13869572426128,13,5
1062,"2016-07-16","2016-08-31",0,1,1,0,0.584359489458288,6,5
1063,"2011-06-21","2011-08-14",1,1,1,0,1.53557239492481,25,1
1064,"2010-01-17","2010-03-15",0,0,0,0,1.40578332663206,11,4
1065,"2016-11-06","2016-12-20",0,0,0,0,1.41505384946486,11,2
1066,"2015-05-30","2015-06-24",0,0,0,1,5.23663604215457,31,2
1067,"2015-08-14","2015-09-05",0,0,0,0,0.734965341066969,4,2
1068,"2009-03-26","2009-04-10",0,0,0,0,1.812380749835,15,5
1069,"2014-09-14","2014-10-03",0,1,0,0,1.43042421311486,11,3
1070,"2017-12-21","2018-03-11",0,0,0,0,1.04698114102304,7,6
1071,"2009-03-20","2009-05-25",0,0,0,0,2.40882115883378,21,1
1072,"2010-03-29","2010-04-17",0,0,0,0,0.821686011474545,5,3
1073,"2015-09-19","2015-10-18",0,0,0,0,1.27446296972624,9,3
1074,"2010-03-13","2010-04-08",1,0,0,0,2.65072026712487,27,7
1075,"2011-06-23","2011-08-09",0,0,0,0,3.46141376790041,31,3
1076,"2017-03-31","2017-04-27",0,0,0,0,1.78720413806401,14,3
1077,"2011-05-25","2011-08-20",1,0,0,0,0.937552513565501,7,1
1078,"2013-05-26","2013-07-23",0,0,1,0,0.575962202162025,5,3
1079,"2019-01-15","2019-01-25",1,0,0,0,0.88311791971383,7,4
1080,"2011-06-13","2011-07-12",1,1,0,0,0.676288428187273,5,5
1081,"2012-09-18","2012-11-21",0,0,1,0,0.562397622992351,5,3
1082,"2019-08-09","2019-08-28",0,0,0,0,1.05588284920391,7,4
1083,"2018-11-14","2019-01-09",0,0,0,0,2.2551089310249,19,5
1084,"2009-08-30","2009-10-07",0,1,0,0,2.89137609266525,29,4
1085,"2011-04-13","2011-06-04",0,0,1,0,2.00748589111073,25,3
1086,"2015-10-13","2015-12-31",0,0,0,0,2.55580383469492,22,3
1087,"2018-04-03","2018-05-10",0,1,0,0,4.47415536330257,49,3
1088,"2019-02-11","2019-03-31",0,0,1,0,0.574242502870114,5,1
1089,"2013-03-14","2013-04-16",0,0,0,0,2.31874755310128,20,2
1090,"2019-09-14","2019-10-20",0,1,0,1,1.81541805314582,10,3
1091,"2017-01-28","2017-03-26",0,0,0,0,1.99663988191357,16,3
1092,"2012-05-28","2012-07-26",0,1,1,0,1.4540399541877,21,5
1093,"2013-10-28","2013-12-23",0,0,0,0,2.22808402856106,19,2
1094,"2010-10-30","2010-11-08",0,1,0,0,0.726142815460248,5,2
1095,"2017-06-20","2017-07-25",0,0,0,0,1.94893933754601,16,2
1096,"2009-08-05","2009-09-03",1,0,0,1,2.6338949905883,16,3
1097,"2016-04-23","2016-05-20",0,0,0,0,3.28504762538596,29,4
1098,"2018-12-04","2018-12-23",0,0,0,1,2.18724696691556,11,3
1099,"2011-04-29","2011-06-11",1,0,0,0,1.48475549763253,13,2
1100,"2010-03-28","2010-03-31",0,1,1,0,1.98427347019756,20,4
1101,"2016-01-31","2016-02-25",1,0,0,0,1.46039825638302,13,1
1102,"2011-07-26","2011-09-10",0,1,1,0,1.11386286642429,15,3
1103,"2012-01-30","2012-03-31",0,1,0,0,4.07432248172512,44,4
1104,"2013-02-15","2013-04-11",0,0,0,0,4.67468496892439,43,3
1105,"2019-01-03","2019-02-04",0,0,0,0,1.56427931258981,12,3
1106,"2018-04-08","2018-05-04",0,0,0,0,1.25243337058604,9,7
1107,"2013-10-03","2013-10-04",0,1,0,0,1.40269335650872,12,5
1108,"2016-05-14","2016-06-11",0,0,0,0,2.10459518145779,18,7
1109,"2019-10-07","2019-11-07",0,0,0,0,1.60119626890016,13,4
1110,"2010-10-20","2010-11-24",0,0,0,0,4.46422280131299,41,3
1111,"2010-06-07","2010-07-21",0,0,0,0,3.84461520563325,35,3
1112,"2017-12-12","2018-01-16",0,0,0,0,1.26889850114474,9,3
